Latitude,Longitude,Precision,Site,District,State,Year,Field,Dated,Investigator,Institute,Notes,Reference
25.133699,82.564434,3,Kandakot Hill,Mirzapur,Uttar Pradesh,1956,Exploration,Paleolithic,University,University of Allahabad,Vidhyan region; previous work by James Cockburn; microliths and rock paintaings,IAR 1957: 13-14
25.133699,82.564434,3,Lekhania,Mirzapur,Uttar Pradesh,1956,Exploration,Paleolithic,University,University of Allahabad,Vidhyan region; previous work by James Cockburn; microliths and rock paintaings,IAR 1957: 13-14
23.484887,87.302234,3,Birbhanpur,Burdwan,West Bengal,1956,Excavation,Microlithic,Survey,Survey,notes Damodar Valley; microliths without pottery,IAR 1957: 15
22.553712,72.223735,3,Lothal,Ahmedabad,Gujarat,1956,Excavation,Harappan,Survey,Survey,notes six periods; platforms - flood protection; 'not abandoned evern after the first floods perhaps points to its importance as a port-town for the rich cotton-growing hinterland'; lithic weapons; includes photos,IAR 1957: 15-16
20.888211,70.405998,3,Prabhas Patan,Sorath,Gujarat,1956,Excavation,Chalcolithic,State,Bombay State,notes six periods; 'shapes and incised patterns agreed with those on late Harappan pottery in Gujarat'; includes photos,IAR 1957: 16-17
20.58754,75.046512,3,Bahal,Jalgaon,Maharashtra,1956,Excavation,Chalcolithic,Survey,Survey,notes five periods,IAR 1957: 17-18
21.007658,75.562604,3,Tekwada,Jalgaon,Maharashtra,1956,Excavation,Chalcolithic,Survey,Survey,"notes four burials; black cotton soil, pottery; 'six oblique strokes at top of each curved loop pointed indubitably to the contemporaneity of burials with Period IB of chalcolithic culture of Bahal'; includes photos",IAR 1957: 18-19
24.965648,84.949239,3,Sonepur,Gaya,Bihar,1956,Excavation,NBPW,University,KP Jayaswal Research Institute,"notes five periods; pottery, 'on basis of the present framework of early Indian chronology, Periods I and II would probably date back to earlier than 600 BC and Period V would come down to 50BC'",IAR 1957: 19-20
23.179301,75.78491,3,Ujjain,Ujjain,Madhya Pradesh,1956,Excavation,PGW,Survey,Survey,"notes mud-rampart, previous work; as water-barrier; includes plan, section, culture-sequence",IAR 1957: 20-28
25.435801,81.846311,3,Kausambi,Allahabad,Uttar Pradesh,1956,Excavation,NBPW,University,University of Allahabad,"notes rampart, bastion, pillars",IAR 1957: 28-29
26.423456,80.402048,3,Jajmau,Kanpur,Uttar Pradesh,1956,Excavation,NBPW,State,Uttar Pradesh State,"notes brick temples, sculptures, pottery",IAR 1957: 29 
27.489502,81.411414,3,Unchgaon,Sitapur,Uttar Pradesh,1956,Excavation,Medieval,State,Uttar Pradesh State,"notes brick temples, sculptures, pottery",IAR 1957: 29 
27.746713,80.496606,3,Baragaon,Sitapur,Uttar Pradesh,1956,Excavation,Medieval,State,Uttar Pradesh State,"notes brick temples, sculptures, pottery",IAR 1957: 29 
25.758438,84.148732,3,Ashtabhuja,Ballia,Uttar Pradesh,1956,Excavation,9th-10th,State,Uttar Pradesh State,"notes brick temples, sculptures, pottery",IAR 1957: 29 
25.758438,84.148732,3,Lakhneswar-dih,Ballia,Uttar Pradesh,1956,Excavation,NBPW,State,Uttar Pradesh State,"notes brick temples, sculptures, pottery",IAR 1957: 29 
22.678213,88.693067,5,Chandraketur-garh,24 Parganas,West Bengal,1956,Excavation,Mauryan,University,University of Calcutta,notes culture-sequence,IAR 1957: 29-30
19.387389,85.051541,3,Jaugada,Ganjam,Orissa,1956,Excavation,Mauryan,Survey,Survey,"notes pottery, iron, defensive rampart",IAR 1957: 30-31
12.683995,79.983348,3,Kunnattur,Chingleput,Tamil Nadu,1956,Excavation,Megalithic,Survey,Survey,"notes burials; includes drawing, section",IAR 1957: 31-34
13.051599,77.852451,3,Jadigenahalli,Bangalore,Karnataka,1956,Excavation,Megalithic,State,Mysore State,"notes cairn circles; pits, sarcophagus, iron",IAR 1957: 34-35
21.6300589,75.2232703,5,Dhanora,Drug,Madhya Pradesh,1956,Excavation,Megalithic,State,Madhya Pradesh State,"notes group of five hundred megaliths - 'view to ascertaining their nature and possible connexions with the megaliths of peninsular India and links, if any, with their counterparts prevailing among the present-day aboriginals of Bastar'",IAR 1957: 35
16.52249,79.240886,3,Nagarjunakonda,Guntur,Andhra Pradesh,1956,Excavation,Neolithic,Survey,Survey,"notes structures,  Brahmanical and Buddhist; neolithic, megalithic, paleolithic",IAR 1957: 35-38
16.430345,79.718954,3,Karempudi,Guntur,Andhra Pradesh,1956,Exploration,Paleolithic,Survey,Survey,notes tools,IAR 1957: 78
18.548867,73.870963,5,Deccan College,Pune,Maharashtra,1956,Exploration,Paleolithic,University,Deccan College,notes Series II,IAR 1957: 78
18.34401,73.843009,3,Khed,Pune,Maharashtra,1956,Exploration,Paleolithic,University,Deccan College,"notes Series I, II, III",IAR 1957: 78
18.93164,72.832644,9,Bombay area,Bombay,Maharashtra,1956,Exploration,Paleolithic,University,Deccan College,notes Series I and II,IAR 1957: 78
17.674554,75.323726,3,Pandharpur,Sholapur,Maharashtra,1956,Exploration,Paleolithic,Survey,Survey,"notes handaxes, and unstratified microliths",IAR 1957: 78
22.177285,75.582978,3,Maheswar,Khargone,Madhya Pradesh,1956,Exploration,Paleolithic,University,Deccan College,Series II,IAR 1957: 78
24.392326,75.153254,5,Neemuch,Mandasor,Madhya Pradesh,1956,Exploration,Paleolithic,Survey,Survey,tools,IAR 1957: 78
23.181467,79.986407,3,Katni,Jabalpur,Madhya Pradesh,1956,Exploration,Paleolithic,Survey,Survey,tools,IAR 1957: 78
25.412442,78.485279,5,Lalitpur,Jhansi,Uttar Pradesh,1956,Exploration,Paleolithic,Survey,Survey,"notes Series I, II",IAR 1957: 79
23.84767,72.993297,3,Banas,Sabarkantha,Gujarat,1956,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1957: 79
17.117115,75.859932,3,Nimbal,Bijapur,Karnataka,1956,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1957: 79
19.876165,75.343314,3,Baitalwadi,Aurangabad,Maharashtra,1956,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1957: 79
19.095208,74.749592,3,Pednagar,Ahmednagar,Maharashtra,1956,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1957: 80-83
23.179301,75.78491,3,Kaluji-ka-Barda,Ujjain,Madhya Pradesh,1956,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1957: 80-83
23.179301,75.78491,3,Delcha,Ujjain,Madhya Pradesh,1956,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1957: 80-83
23.179301,75.78491,3,Banjara Barda,Ujjain,Madhya Pradesh,1956,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1957: 80-83
23.637596,75.125964,3,Jaora,Ratlam,Gujarat,1956,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1957: 80-83
26.976774,73.403287,3,Khinsvar,Jodhpur,Rajasthan,1956,Exploration,Microlithic,State,Rajasthan State,notes microliths,IAR 1957: 80-83
26.238947,73.024309,3,Bairagarh,Jodhpur,Rajasthan,1956,Exploration,Microlithic,Survey,Survey,notes rock paintings,IAR 1957: 80-83
25.435787,77.665066,3,Chorpura,Shivpuri,Madhya Pradesh,1956,Exploration,1st-2nd AD,Survey,Survey,notes rock paintings,IAR 1957: 80-83
23.181467,79.986407,3,Katni,Jabalpur,Madhya Pradesh,1956,Exploration,?,Survey,Survey,notes rock paintings,IAR 1957: 80-83
31.402036,75.635356,3,Dhogri,Jalandhar,Punjab,1956,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1957: 80-83
31.577146,75.669538,3,Madhopur,Jalandhar,Punjab,1956,Exploration,PGW,Survey,Survey,notes pottery,IAR 1957: 80-83
17.275984,74.200323,3,Karad,Satara,Maharashtra,1956,Exploration,Microlithic,Survey,Survey,notes pottery and microliths,IAR 1957: 80-83
18.75906,73.479155,3,Karla,Pune,Maharashtra,1956,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1957: 80-83
23.799868,72.563368,3,Devalia,Rangpur,Gujarat,1956,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1957: 80-83
22.011894,71.147112,3,Atkot,Atkot,Gujarat,1956,Exploration,Harappan,Survey,Survey,notes microliths,IAR 1957: 80-83
22.009851,71.147822,3,Pithadia,Atkot,Gujarat,1956,Exploration,Harappan,Survey,Survey,notes microliths,IAR 1957: 80-83
23.583582,72.140132,3,Modhera,Mehsana,Gujarat,1956,Exploration,Harappan,Survey,Survey,notes microliths,IAR 1957: 80-83
23.271418,72.314471,9,Ashta,Mehsana,Gujarat,1956,Exploration,Chalcolithic,Survey,Survey,"notes pottery, microliths",IAR 1957: 80-83
24.076836,75.069295,3,Qila mound,Mandasor,Madhya Pradesh,1956,Exploration,Chalcolithic,Survey,Survey,"notes pottery, microliths",IAR 1957: 80-83
9.866637,78.147179,3,Samanattam,Madurai,Tamil Nadu,1956,Exploration,Megalithic,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
9.903551,78.096941,3,Palangunattam,Madurai,Tamil Nadu,1956,Exploration,Megalithic,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
9.946413,78.08994,5,Old Vilangudi,Madurai,Tamil Nadu,1956,Exploration,Megalithic,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
9.964581,78.06662,3,Paravai,Madurai,Tamil Nadu,1956,Exploration,Megalithic,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
9.925201,78.119775,3,Koilmedu,Madurai,Tamil Nadu,1956,Exploration,Megalithic,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
9.873225,78.197765,3,Silayuman,Madurai,Tamil Nadu,1956,Exploration,Megalithic,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
9.918135,78.080537,3,Madakkulam,Madurai,Tamil Nadu,1956,Exploration,Megalithic,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
9.925201,78.119775,3,Nattamedu,Madurai,Tamil Nadu,1956,Exploration,Megalithic,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
9.925201,78.119775,3,Kundalanaickenpatti,Madurai,Tamil Nadu,1956,Exploration,Megalithic,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
12.683995,79.983348,3,Perumbair,Chingleput,Tamil Nadu,1956,Exploration,Megalithic,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
18.34401,73.843009,3,Khed,Pune,Maharashtra,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
16.988118,73.995094,3,Nerle,Satara,Maharashtra,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
21.515471,70.456444,3,Junagardh,Junagardh,Gujarat,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
20.888211,70.405998,3,Hirnay,Prabhas Patan,Gujarat,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
21.881705,70.401081,3,Jam Kandorna,Rajkot,Gujarat,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
31.580865,75.642454,5,Dasuya,Jalandhar,Punjab,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
22.223711,88.460978,3,Harinarayanpur,24 Parganas,West Bengal,1956,Exploration,Early Historical,State,Asutosh Museum,"notes structures, sculptures",IAR 1957: 80-83
22.607084,88.688018,3,Atghara,24 Parganas,West Bengal,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
22.403769,86.886005,3,Bahiri,Midnapore,West Bengal,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
22.223711,88.460978,3,Harinarayanpur,24 Parganas,West Bengal,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
17.420827,74.440106,3,Mhasorne,Satara,Maharashtra,1956,Exploration,Traikutaka,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
16.959929,80.092601,3,Tekkellapadu,Krishna,Andhra Pradesh,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
16.457886,81.183018,3,Alluru,Krishna,Andhra Pradesh,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
17.686816,83.218482,3,Ramatirham,Visakhapatnam,Andhra Pradesh,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
21.468982,70.370291,3,Navdra,Sorath,Gujarat,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
21.468982,70.370291,3,Savni,Sorath,Gujarat,1956,Exploration,Early Historical,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
18.189371,74.118123,3,Harni,Pune,Maharashtra,1956,Exploration,Chalukya,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
18.193717,74.084352,3,Parinche,Pune,Maharashtra,1956,Exploration,Chalukya,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
26.612913,92.936871,3,Devasthan,Nagaon,Assam,1956,Exploration,10-11th,State,Assam State,"notes structures, sculptures",IAR 1957: 80-83
12.878767,77.637668,3,Begur,Bangalore,Karnataka,1956,Exploration,Medieval,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
13.315258,75.775402,3,Hirenallur,Chikmagalur,Karnataka,1956,Exploration,Isvara,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
13.693641,75.973175,3,Baggavalli,Chikmagalur,Karnataka,1956,Exploration,Isvara,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
13.315258,75.775402,3,Hanni,Chikmagalur,Karnataka,1956,Exploration,Isvara,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
13.82418,75.980431,3,Bukkambudi,Chikmagalur,Karnataka,1956,Exploration,Isvara,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
14.93921,75.963741,3,Sogi,Bellary,Karnataka,1956,Exploration,Isvara,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
13.333166,76.385433,3,Honnavalli,Tumkur,Karnataka,1956,Exploration,Isvara,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
13.339168,77.113998,3,Basti,Tumkur,Karnataka,1956,Exploration,Isvara,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
13.339168,77.113998,3,Balabanerlu,Tumkur,Karnataka,1956,Exploration,Isvara,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
13.339168,77.113998,3,Karodi,Tumkur,Karnataka,1956,Exploration,Isvara,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
24.392499,73.880865,3,Jagat,Udaipur,Rajasthan,1956,Exploration,Medieval,State,Rajasthan State,"notes structures, sculptures",IAR 1957: 80-83
24.180737,73.838966,3,Kejad,Udaipur,Rajasthan,1956,Exploration,Medieval,State,Rajasthan State,"notes structures, sculptures",IAR 1957: 80-83
23.894905,73.89483,3,Hathai,Dungarpur,Rajasthan,1956,Exploration,Medieval,State,Rajasthan State,"notes structures, sculptures",IAR 1957: 80-83
23.844019,73.71733,3,Amihar,Dungarpur,Rajasthan,1956,Exploration,Medieval,State,Rajasthan State,"notes structures, sculptures",IAR 1957: 80-83
26.486015,76.053696,3,Narhad,Jaipur,Rajasthan,1956,Exploration,Medieval,State,Rajasthan State,"notes structures, sculptures",IAR 1957: 80-83
26.912434,75.787271,3,Baya,Jaipur,Rajasthan,1956,Exploration,Medieval,State,Rajasthan State,"notes structures, sculptures",IAR 1957: 80-83
26.976774,73.403287,3,Khinsvar,Jodhpur,Rajasthan,1956,Exploration,Medieval,State,Rajasthan State,"notes structures, sculptures",IAR 1957: 80-83
30.533925,77.826007,3,Tons,Dehradun,Uttarakhand,1956,Exploration,Medieval,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
30.460132,77.908175,3,Barwa,Dehradun,Uttarakhand,1956,Exploration,Medieval,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
30.506348,77.856738,3,Kata Patthar,Dehradun,Uttarakhand,1956,Exploration,Medieval,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
30.448365,77.798127,3,Prithipur,Dehradun,Uttarakhand,1956,Exploration,Medieval,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
11.016845,76.955832,3,Coimbatore,Coimbatore,Tamil Nadu,1956,Exploration,10-11th,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
13.582351,79.304666,5,Chandragiri Fort,Chittoor,Andhra Pradesh,1956,Exploration,Mughal,Survey,Survey,"notes structures, sculptures",IAR 1957: 80-83
21.833524,75.614989,3,Navdatoli,Khargone,Madhya Pradesh,1957,Excavation,Chalcolithic,University,Deccan College,"notes domestic architecture, ceramics, artefacts",
16.52249,79.240886,3,Nagarjunakonda,Guntur,Andhra Pradesh,1957,Excavation,Megalithic,Survey,Survey,"notes graves, pottery, lithics, coins, citadel, fortification wall, structures, town-planning, stadium, temple; Ikshvaku period structures: emphasizes layers; site plan and grave drawings, ""religious and secular structures"", animal remains",IAR 1958: 5-9
15.828126,78.037279,3,Billa Surgam,Kurnool,Andhra Pradesh,1957,Exploration,Paleolithic,Survey,Survey,notes previous work by Bruce Foote; mammalian fossil-remains,IAR 1958: 09
15.828126,78.037279,3,Galaru Valley,Kurnool,Andhra Pradesh,1957,Exploration,Paleolithic,Survey,Survey,"notes lithics: Abbevilleo-Acheuliari bifaces, flake tools",IAR 1958: 09
17.079649,79.989902,3,Kistnapuram,Nalgonda,Andhra Pradesh,1957,Excavation,Iron Age,State,Andhra State,"notes submergence with Nagarjunakonda; crude furnaces, iron slag, stone-circles, also inscriptions and microliths",IAR 1958: 9-10
26.003818,85.081783,3,Vaisali,Muzaffarpur,Bihar,1957,Excavation,Lichchhavis,University,KP Jayaswal Research Institute,"notes tank and stupa and proximity to fortified city; Lichchhavis; based on bricks and plan, pottery is NBPW (600-200BC): 'archaeological and traditional evidences combine to indicate, suggests that the excavated stupa represented the original Lichchhavi stupa, though the absence of any inscription on the casket makes it difficult to be definite on the point'",IAR 1958: 10-11
25.596956,85.18411,5,Rajgir,Patna,Bihar,1957,Excavation,Pali,Survey,Survey,"notes area as Jivakamravana; structures, reservoir might be 'Sumagadha of Pali literature' ",IAR 1958: 11
22.553712,72.223735,3,Lothal,Ahmedabad,Gujarat,1957,Excavation,Harappan,Survey,Survey,"notes mounds, layout of streets, black and red ware, drains, urns with animal skeletal remains; divided in sub-periods; 'elaborate drains with man-holes and systematic lay-out of streets and houses pointed towards existence of civic authority'; burials and grave goods; seals",IAR 1958: 12-13
18.994367,74.903339,3,Chichondi Patil,Ahmednagar,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,"notes microliths, blades, fluted cores on river bed",IAR 1958: 13-14
21.705136,72.995875,3,Bhagatrav,Broach,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes proximity to Mahi and Tapti Rivers; includes map; destroyed by flood - sand and silt deposit; reoccupied based on pottery; port with contacts in Saurashtra; pottery drawings,IAR 1958: 15-17
21.674199,72.758849,3,Mehgam,Broach,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes proximity to Mahi and Tapti Rivers; includes map; destroyed by flood - sand and silt deposit; reoccupied based on pottery; port with contacts in Saurashtra; pottery drawings,IAR 1958: 15-17
21.977263,73.008058,3,Telod,Broach,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes proximity to Mahi and Tapti Rivers; includes map; destroyed by flood - sand and silt deposit; reoccupied based on pottery; port with contacts in Saurashtra; pottery drawings,IAR 1958: 15-17
21.4483153,72.7966708,3,Hasanpur,Surat,Gujarat,1957,Exploration,Chalcolithic,Survey,Survey,notes proximity to Mahi and Tapti Rivers; includes map; destroyed by flood - sand and silt deposit; reoccupied based on pottery; port with contacts in Saurashtra; pottery drawings,IAR 1958: 15-17
22.303895,70.80216,3,Rojdi,Rajkot,Gujarat,1957,Exploration,Stone Age,Survey,Survey,notes Series II tools,IAR 1958: 17-19
24.597349,76.160984,3,Sajakpur,Jhalawar,Rajasthan,1957,Exploration,Stone Age,Survey,Survey,notes Series II tools,IAR 1958: 17-19
21.742553,72.080888,3,Khodiyar,Bhavnagar,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
20.604502,72.92683,3,Kuthriwad,Halar,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.009851,71.147822,3,Adkot,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery; pottery drawing,IAR 1958: 17-19
23.849325,72.126626,3,Nanavati,Patan,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.303895,70.80216,3,Deshamari,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.083178,70.816455,3,Ardoi,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
20.389316,72.91062,3,Vaori,Valsad,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.094787,70.774641,3,Pipaliya Raj,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.303895,70.80216,3,Koha,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
23.841668,73.714662,3,Dungarpur,Dungarpur,Rajasthan,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.303895,70.80216,3,Mavaohabha,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.303895,70.80216,3,Godhapadar,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1993: 17-19
22.303895,70.80216,3,Bhamandharo,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.303895,70.80216,3,Malgodh,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.303895,70.80216,3,Timaram,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.303895,70.80216,3,Jalansar,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.303895,70.80216,3,Belora,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.303895,70.80216,3,Hamaji,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
26.238947,73.024309,3,Jodhpur,Jodhpur,Rajasthan,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.625749,71.935688,3,Khari,Bhavnagar,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.388403,70.460735,5,Padar,Junagadh,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
20.758886,71.076519,3,Kalapan,Junagadh,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
23.976062,71.816926,5,Deodar,Banaskantha,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
26.449895,74.639916,3,Ajmer,Ajmer,Rajasthan,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
23.022505,72.571362,3,Dad,Ahmedabad,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
23.288978,71.917639,3,Mandal,Ahmedabad,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.888272,71.60355,3,Bharad,Surendranagar,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.522184,70.457877,3,Chaparda,Junagadh,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.522184,70.457877,3,Haramatala,Junagadh,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.594201,70.853616,3,Khakharba,Junagadh,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.522184,70.457877,3,Dhankani,Junagadh,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.522184,70.457877,3,Sasu,Junagadh,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.157389,73.811028,3,Kundanpur,Vadodara,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.795399,70.653652,3,Pithadia,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.243792,70.924353,3,Dobaria,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.470702,70.05773,3,Rajathali,Jamnagar,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.470702,70.05773,3,Bhamakdal,Jamnagar,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.303895,70.80216,3,Khetiwadi,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
22.236384,70.8826,3,Kalipat,Rajkot,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Vikamsinh,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Asakada,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Bharwada,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Somadwip,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Bhuwara,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Chara,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.463664,70.371098,5,Bodka,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Dhingeshwar,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Lavadia,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Bhimadenal,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Timli,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Tithad,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Harmatia,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Bhoji,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Kaj,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Khambhodar,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
