File,ID,Site,District,State,Year,Field,Dated,Latitude,Longitude,Accuracy,Ins_ID,Institute,Institute-2,Institute-3,Institute-4,Team,Archaeologist,Archaeologist-2,Archaeologist-3,Archaeologist-4,Archaeologist-5,Archaeologist-6,Archaeologist-7,Notes,Reference,Source
IAR_1950s_160111_clean.csv,,Banjara Barda,Ujjain,Madhya Pradesh,1956,Exploration,Microlithic,23.179301,75.78491,3,1,Survey,,,,,NR Banerjee,,,,,,,notes microliths,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Jaora,Ratlam,Gujarat,1956,Exploration,Microlithic,23.637596,75.125964,3,1,Survey,,,,,SR Rao,,,,,,,notes microliths,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Khinsvar,Jodhpur,Rajasthan,1956,Exploration,Microlithic,26.976774,73.403287,3,3,Rajasthan State,,,,,,,,,,,,notes microliths,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Bairagarh,Jodhpur,Rajasthan,1956,Exploration,Microlithic,26.238947,73.024309,3,1,Survey,,,,,VS Wakankar,,,,,,,notes rock paintings,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Chorpura,Shivpuri,Madhya Pradesh,1956,Exploration,1st-2nd AD,25.435787,77.665066,3,1,Survey,,,,,VS Wakankar,,,,,,,notes rock paintings,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Katni,Jabalpur,Madhya Pradesh,1956,Exploration,?,23.181467,79.986407,3,1,Survey,,,,,VS Wakankar,,,,,,,notes rock paintings,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Dhogri,Jalandhar,Punjab,1956,Exploration,Harappan,31.402036,75.635356,3,1,Survey,,,,,YD Sharma,,,,,,,notes pottery,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Madhopur,Jalandhar,Punjab,1956,Exploration,PGW,31.577146,75.669538,3,1,Survey,,,,,YD Sharma,,,,,,,notes pottery,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Karad,Satara,Maharashtra,1956,Exploration,Microlithic,17.275984,74.200323,3,1,Survey,,,,,BB Lal,MN Deshpande,,,,,,notes pottery and microliths,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Karla,Pune,Maharashtra,1956,Exploration,Microlithic,18.75906,73.479155,3,1,Survey,,,,,BB Lal,MN Deshpande,,,,,,notes microliths,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Devalia,Rangpur,Gujarat,1956,Exploration,Microlithic,23.799868,72.563368,3,1,Survey,,,,,SR Rao,,,,,,,notes microliths,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Atkot,Atkot,Gujarat,1956,Exploration,Harappan,22.011894,71.147112,3,1,Survey,,,,,PP Pandya,,,,,,,notes microliths,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Pithadia,Atkot,Gujarat,1956,Exploration,Harappan,22.009851,71.147822,3,1,Survey,,,,,PP Pandya,,,,,,,notes microliths,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Modhera,Mehsana,Gujarat,1956,Exploration,Harappan,23.583582,72.140132,3,1,Survey,,,,,SN Chowdhary,,,,,,,notes microliths,IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Ashta,Mehsana,Gujarat,1956,Exploration,Chalcolithic,23.271418,72.314471,9,1,Survey,,,,,VS Wakankar,NR Banerjee,,,,,,"notes pottery, microliths",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Qila mound,Mandasor,Madhya Pradesh,1956,Exploration,Chalcolithic,24.076836,75.069295,3,1,Survey,,,,,VS Wakankar,NR Banerjee,,,,,,"notes pottery, microliths",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Samanattam,Madurai,Tamil Nadu,1956,Exploration,Megalithic,9.866637,78.147179,3,1,Survey,,,,,KS Ramachandran,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Palangunattam,Madurai,Tamil Nadu,1956,Exploration,Megalithic,9.903551,78.096941,3,1,Survey,,,,,KS Ramachandran,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Old Vilangudi,Madurai,Tamil Nadu,1956,Exploration,Megalithic,9.946413,78.08994,5,1,Survey,,,,,KS Ramachandran,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Paravai,Madurai,Tamil Nadu,1956,Exploration,Megalithic,9.964581,78.06662,3,1,Survey,,,,,KS Ramachandran,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Koilmedu,Madurai,Tamil Nadu,1956,Exploration,Megalithic,9.925201,78.119775,3,1,Survey,,,,,KS Ramachandran,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Silayuman,Madurai,Tamil Nadu,1956,Exploration,Megalithic,9.873225,78.197765,3,1,Survey,,,,,KS Ramachandran,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Madakkulam,Madurai,Tamil Nadu,1956,Exploration,Megalithic,9.918135,78.080537,3,1,Survey,,,,,KS Ramachandran,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Nattamedu,Madurai,Tamil Nadu,1956,Exploration,Megalithic,9.925201,78.119775,3,1,Survey,,,,,KS Ramachandran,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Kundalanaickenpatti,Madurai,Tamil Nadu,1956,Exploration,Megalithic,9.925201,78.119775,3,1,Survey,,,,,KS Ramachandran,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Perumbair,Chingleput,Tamil Nadu,1956,Exploration,Megalithic,12.683995,79.983348,3,1,Survey,,,,,KS Ramachandran,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Khed,Pune,Maharashtra,1956,Exploration,Early Historical,18.34401,73.843009,3,1,Survey,,,,,SB Deo,ZD Ansari,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Nerle,Satara,Maharashtra,1956,Exploration,Early Historical,16.988118,73.995094,3,1,Survey,,,,,MS Mate,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Junagardh,Junagardh,Gujarat,1956,Exploration,Early Historical,21.515471,70.456444,3,1,Survey,,,,,PP Pandya,MA Dhanki,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Hirnay,Prabhas Patan,Gujarat,1956,Exploration,Early Historical,20.888211,70.405998,3,1,Survey,,,,,PP Pandya,MA Dhanki,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Jam Kandorna,Rajkot,Gujarat,1956,Exploration,Early Historical,21.881705,70.401081,3,1,Survey,,,,,SR Rao,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Dasuya,Jalandhar,Punjab,1956,Exploration,Early Historical,31.580865,75.642454,5,1,Survey,,,,,YD Sharma,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Harinarayanpur,24 Parganas,West Bengal,1956,Exploration,Early Historical,22.223711,88.460978,3,3,Asutosh Museum,,,,,,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Atghara,24 Parganas,West Bengal,1956,Exploration,Early Historical,22.607084,88.688018,3,1,Survey,,,,,PC Dasgupta,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Bahiri,Midnapore,West Bengal,1956,Exploration,Early Historical,22.403769,86.886005,3,1,Survey,,,,,PC Dasgupta,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Harinarayanpur,24 Parganas,West Bengal,1956,Exploration,Early Historical,22.223711,88.460978,3,1,Survey,,,,,D Mitra,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Mhasorne,Satara,Maharashtra,1956,Exploration,Traikutaka,17.420827,74.440106,3,1,Survey,,,,,SB Deo,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Tekkellapadu,Krishna,Andhra Pradesh,1956,Exploration,Early Historical,16.959929,80.092601,3,1,Survey,,,,,,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Alluru,Krishna,Andhra Pradesh,1956,Exploration,Early Historical,16.457886,81.183018,3,1,Survey,,,,,,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Ramatirham,Visakhapatnam,Andhra Pradesh,1956,Exploration,Early Historical,17.686816,83.218482,3,1,Survey,,,,,,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Navdra,Sorath,Gujarat,1956,Exploration,Early Historical,21.468982,70.370291,3,1,Survey,,,,,MA Dhanki,HP Shastri,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Savni,Sorath,Gujarat,1956,Exploration,Early Historical,21.468982,70.370291,3,1,Survey,,,,,MA Dhanki,HP Shastri,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Harni,Pune,Maharashtra,1956,Exploration,Chalukya,18.189371,74.118123,3,1,Survey,,,,,KR Kapre,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Parinche,Pune,Maharashtra,1956,Exploration,Chalukya,18.193717,74.084352,3,1,Survey,,,,,KR Kapre,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Devasthan,Nagaon,Assam,1956,Exploration,10-11th,26.612913,92.936871,3,3,Assam State,,,,,State Museum,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Begur,Bangalore,Karnataka,1956,Exploration,Medieval,12.878767,77.637668,3,1,Survey,,,,,M Seshadri,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Hirenallur,Chikmagalur,Karnataka,1956,Exploration,Isvara,13.315258,75.775402,3,1,Survey,,,,,M Seshadri,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Baggavalli,Chikmagalur,Karnataka,1956,Exploration,Isvara,13.693641,75.973175,3,1,Survey,,,,,M Seshadri,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Hanni,Chikmagalur,Karnataka,1956,Exploration,Isvara,13.315258,75.775402,3,1,Survey,,,,,M Seshadri,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Bukkambudi,Chikmagalur,Karnataka,1956,Exploration,Isvara,13.82418,75.980431,3,1,Survey,,,,,M Seshadri,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Sogi,Bellary,Karnataka,1956,Exploration,Isvara,14.93921,75.963741,3,1,Survey,,,,,M Seshadri,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Honnavalli,Tumkur,Karnataka,1956,Exploration,Isvara,13.333166,76.385433,3,1,Survey,,,,,M Seshadri,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Basti,Tumkur,Karnataka,1956,Exploration,Isvara,13.339168,77.113998,3,1,Survey,,,,,M Seshadri,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Balabanerlu,Tumkur,Karnataka,1956,Exploration,Isvara,13.339168,77.113998,3,1,Survey,,,,,M Seshadri,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Karodi,Tumkur,Karnataka,1956,Exploration,Isvara,13.339168,77.113998,3,1,Survey,,,,,M Seshadri,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Jagat,Udaipur,Rajasthan,1956,Exploration,Medieval,24.392499,73.880865,3,3,Rajasthan State,,,,,,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Kejad,Udaipur,Rajasthan,1956,Exploration,Medieval,24.180737,73.838966,3,3,Rajasthan State,,,,,,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Hathai,Dungarpur,Rajasthan,1956,Exploration,Medieval,23.894905,73.89483,3,3,Rajasthan State,,,,,,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Amihar,Dungarpur,Rajasthan,1956,Exploration,Medieval,23.844019,73.71733,3,3,Rajasthan State,,,,,,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Narhad,Jaipur,Rajasthan,1956,Exploration,Medieval,26.486015,76.053696,3,3,Rajasthan State,,,,,,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Baya,Jaipur,Rajasthan,1956,Exploration,Medieval,26.912434,75.787271,3,3,Rajasthan State,,,,,,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Khinsvar,Jodhpur,Rajasthan,1956,Exploration,Medieval,26.976774,73.403287,3,3,Rajasthan State,,,,,,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Tons,Dehradun,Uttarakhand,1956,Exploration,Medieval,30.533925,77.826007,3,1,Survey,,,,,YD Sharma,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Barwa,Dehradun,Uttarakhand,1956,Exploration,Medieval,30.460132,77.908175,3,1,Survey,,,,,YD Sharma,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Kata Patthar,Dehradun,Uttarakhand,1956,Exploration,Medieval,30.506348,77.856738,3,1,Survey,,,,,YD Sharma,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Prithipur,Dehradun,Uttarakhand,1956,Exploration,Medieval,30.448365,77.798127,3,1,Survey,,,,,YD Sharma,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Coimbatore,Coimbatore,Tamil Nadu,1956,Exploration,10-11th,11.016845,76.955832,3,1,Survey,,,,,PR Srinivasan,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Chandragiri Fort,Chittoor,Andhra Pradesh,1956,Exploration,Mughal,13.582351,79.304666,5,1,Survey,,,,,PR Srinivasan,,,,,,,"notes structures, sculptures",IAR 1957: 80-83,
IAR_1950s_160111_clean.csv,,Navdatoli,Khargone,Madhya Pradesh,1957,Excavation,Chalcolithic,21.833524,75.614989,3,2,Deccan College,,,,,,,,,,,,"notes domestic architecture, ceramics, artefacts",,
IAR_1950s_160111_clean.csv,,Nagarjunakonda,Guntur,Andhra Pradesh,1957,Excavation,Megalithic,16.52249,79.240886,3,1,Survey,,,,,R Subrahmanyam,KK Sinha,MD Khare,H Sarkar,Raghbir Singh,Abdul Wahid Khan,,"notes graves, pottery, lithics, coins, citadel, fortification wall, structures, town-planning, stadium, temple; Ikshvaku period structures: emphasizes layers; site plan and grave drawings, ""religious and secular structures"", animal remains",IAR 1958: 5-9,
IAR_1950s_160111_clean.csv,,Billa Surgam,Kurnool,Andhra Pradesh,1957,Exploration,Paleolithic,15.828126,78.037279,3,1,Survey,,,,Prehistory Branch,KV Soundara Rajan,RV Joshi,,,,,,notes previous work by Bruce Foote; mammalian fossil-remains,IAR 1958: 09,
IAR_1950s_160111_clean.csv,,Galaru Valley,Kurnool,Andhra Pradesh,1957,Exploration,Paleolithic,15.828126,78.037279,3,1,Survey,,,,Prehistory Branch,KV Soundara Rajan,RV Joshi,,,,,,"notes lithics: Abbevilleo-Acheuliari bifaces, flake tools",IAR 1958: 09,
IAR_1950s_160111_clean.csv,,Kistnapuram,Nalgonda,Andhra Pradesh,1957,Excavation,Iron Age,17.079649,79.989902,3,3,Andhra State,,,,Archaeology,P Sreenivasachar,,,,,,,"notes submergence with Nagarjunakonda; crude furnaces, iron slag, stone-circles, also inscriptions and microliths",IAR 1958: 9-10,
IAR_1950s_160111_clean.csv,,Vaisali,Muzaffarpur,Bihar,1957,Excavation,Lichchhavis,26.003818,85.081783,3,2,KP Jayaswal Research Institute,,,,,AS Altekar,,,,,,,"notes tank and stupa and proximity to fortified city; Lichchhavis; based on bricks and plan, pottery is NBPW (600-200BC): 'archaeological and traditional evidences combine to indicate, suggests that the excavated stupa represented the original Lichchhavi stupa, though the absence of any inscription on the casket makes it difficult to be definite on the point'",IAR 1958: 10-11,
IAR_1950s_160111_clean.csv,,Rajgir,Patna,Bihar,1957,Excavation,Pali,25.596956,85.18411,5,1,Survey,,,,,Mid-eastern Circle,,,,,,,"notes area as Jivakamravana; structures, reservoir might be 'Sumagadha of Pali literature' ",IAR 1958: 11,
IAR_1950s_160111_clean.csv,,Lothal,Ahmedabad,Gujarat,1957,Excavation,Harappan,22.553712,72.223735,3,1,Survey,,,,,Western Circle,,,,,,,"notes mounds, layout of streets, black and red ware, drains, urns with animal skeletal remains; divided in sub-periods; 'elaborate drains with man-holes and systematic lay-out of streets and houses pointed towards existence of civic authority'; burials and grave goods; seals",IAR 1958: 12-13,
IAR_1950s_160111_clean.csv,,Chichondi Patil,Ahmednagar,Maharashtra,1957,Exploration,Microlithic,18.994367,74.903339,3,1,Survey,,,,,South-western,,,,,,,"notes microliths, blades, fluted cores on river bed",IAR 1958: 13-14,
IAR_1950s_160111_clean.csv,,Bhagatrav,Broach,Gujarat,1957,Exploration,Harappan,21.705136,72.995875,3,1,Survey,,,,,Western Circle,,,,,,,notes proximity to Mahi and Tapti Rivers; includes map; destroyed by flood - sand and silt deposit; reoccupied based on pottery; port with contacts in Saurashtra; pottery drawings,IAR 1958: 15-17,
IAR_1950s_160111_clean.csv,,Mehgam,Broach,Gujarat,1957,Exploration,Harappan,21.674199,72.758849,3,1,Survey,,,,,Western Circle,,,,,,,notes proximity to Mahi and Tapti Rivers; includes map; destroyed by flood - sand and silt deposit; reoccupied based on pottery; port with contacts in Saurashtra; pottery drawings,IAR 1958: 15-17,
IAR_1950s_160111_clean.csv,,Telod,Broach,Gujarat,1957,Exploration,Harappan,21.977263,73.008058,3,1,Survey,,,,,Western Circle,,,,,,,notes proximity to Mahi and Tapti Rivers; includes map; destroyed by flood - sand and silt deposit; reoccupied based on pottery; port with contacts in Saurashtra; pottery drawings,IAR 1958: 15-17,
IAR_1950s_160111_clean.csv,,Hasanpur,Surat,Maharashtra,1957,Exploration,Chalcolithic,19.21392112,72.82597326,,1,Survey,,,,,Western Circle,,,,,,,notes proximity to Mahi and Tapti Rivers; includes map; destroyed by flood - sand and silt deposit; reoccupied based on pottery; port with contacts in Saurashtra; pottery drawings,IAR 1958: 15-17,
IAR_1950s_160111_clean.csv,,Rojdi,Rajkot,Gujarat,1957,Exploration,Stone Age,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes Series II tools,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Sajakpur,Jhalawar,Rajasthan,1957,Exploration,Stone Age,24.597349,76.160984,3,1,Survey,,,,,,,,,,,,notes Series II tools,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Khodiyar,Bhavnagar,Gujarat,1957,Exploration,Harappan,21.742553,72.080888,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Kuthriwad,Halar,Gujarat,1957,Exploration,Harappan,20.604502,72.92683,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Adkot,Rajkot,Gujarat,1957,Exploration,Harappan,22.009851,71.147822,3,1,Survey,,,,,,,,,,,,notes pottery; pottery drawing,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Nanavati,Patan,Gujarat,1957,Exploration,Harappan,23.849325,72.126626,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Deshamari,Rajkot,Gujarat,1957,Exploration,Harappan,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Ardoi,Rajkot,Gujarat,1957,Exploration,Harappan,22.083178,70.816455,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Vaori,Valsad,Gujarat,1957,Exploration,Harappan,20.389316,72.91062,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Pipaliya Raj,Rajkot,Gujarat,1957,Exploration,Harappan,22.094787,70.774641,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Koha,Rajkot,Gujarat,1957,Exploration,Harappan,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Dungarpur,Dungarpur,Rajasthan,1957,Exploration,Harappan,23.841668,73.714662,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Mavaohabha,Rajkot,Gujarat,1957,Exploration,Harappan,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Godhapadar,Rajkot,Gujarat,1957,Exploration,Harappan,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1993: 17-19,
IAR_1950s_160111_clean.csv,,Bhamandharo,Rajkot,Gujarat,1957,Exploration,Harappan,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Malgodh,Rajkot,Gujarat,1957,Exploration,Harappan,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Timaram,Rajkot,Gujarat,1957,Exploration,Harappan,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Jalansar,Rajkot,Gujarat,1957,Exploration,Harappan,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Belora,Rajkot,Gujarat,1957,Exploration,Harappan,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Hamaji,Rajkot,Gujarat,1957,Exploration,Harappan,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Jodhpur,Jodhpur,Rajasthan,1957,Exploration,Harappan,26.238947,73.024309,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Khari,Bhavnagar,Gujarat,1957,Exploration,Harappan,21.625749,71.935688,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Padar,Junagadh,Gujarat,1957,Exploration,Harappan,21.388403,70.460735,5,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Kalapan,Junagadh,Gujarat,1957,Exploration,Harappan,20.758886,71.076519,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Deodar,Banaskantha,Gujarat,1957,Exploration,Harappan,23.976062,71.816926,5,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Ajmer,Ajmer,Rajasthan,1957,Exploration,Harappan,26.449895,74.639916,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Dad,Ahmedabad,Gujarat,1957,Exploration,Harappan,23.022505,72.571362,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Mandal,Ahmedabad,Gujarat,1957,Exploration,Harappan,23.288978,71.917639,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Bharad,Surendranagar,Gujarat,1957,Exploration,Harappan,22.888272,71.60355,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Chaparda,Junagadh,Gujarat,1957,Exploration,Harappan,21.522184,70.457877,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Haramatala,Junagadh,Gujarat,1957,Exploration,Harappan,21.522184,70.457877,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Khakharba,Junagadh,Gujarat,1957,Exploration,Harappan,21.594201,70.853616,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Dhankani,Junagadh,Gujarat,1957,Exploration,Harappan,21.522184,70.457877,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Sasu,Junagadh,Gujarat,1957,Exploration,Harappan,21.522184,70.457877,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Kundanpur,Vadodara,Gujarat,1957,Exploration,Harappan,22.157389,73.811028,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Pithadia,Rajkot,Gujarat,1957,Exploration,Harappan,21.795399,70.653652,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Dobaria,Rajkot,Gujarat,1957,Exploration,Harappan,22.243792,70.924353,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Rajathali,Jamnagar,Gujarat,1957,Exploration,Harappan,22.470702,70.05773,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Bhamakdal,Jamnagar,Gujarat,1957,Exploration,Harappan,22.470702,70.05773,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Khetiwadi,Rajkot,Gujarat,1957,Exploration,Harappan,22.303895,70.80216,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Kalipat,Rajkot,Gujarat,1957,Exploration,Harappan,22.236384,70.8826,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Vikamsinh,Sorath,Gujarat,1957,Exploration,Harappan,21.468982,70.370291,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
IAR_1950s_160111_clean.csv,,Asakada,Sorath,Gujarat,1957,Exploration,Harappan,21.468982,70.370291,3,1,Survey,,,,,,,,,,,,notes pottery,IAR 1958: 17-19,
